locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCPCFBLM_00339	CDS	648	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BCPCFBLM_00340	CDS	837	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
BCPCFBLM_00341	CDS	1803	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
BCPCFBLM_00342	CDS	1743	nhaP2_1		COG3263	K(+)/H(+) antiporter NhaP2
BCPCFBLM_00343	CDS	3357	mscK		COG3264	Mechanosensitive channel MscK
BCPCFBLM_00344	CDS	1461	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
BCPCFBLM_00345	CDS	975				hypothetical protein
BCPCFBLM_00346	CDS	1278		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
BCPCFBLM_00347	CDS	453				hypothetical protein
BCPCFBLM_00348	CDS	816				hypothetical protein
BCPCFBLM_00349	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
BCPCFBLM_00350	CDS	906	benM_1			HTH-type transcriptional regulator BenM
BCPCFBLM_00351	CDS	1317	ynfM_1			Inner membrane transport protein YnfM
BCPCFBLM_00352	CDS	930				hypothetical protein
BCPCFBLM_00353	CDS	1074				putative HTH-type transcriptional regulator
BCPCFBLM_00354	CDS	981				hypothetical protein
BCPCFBLM_00355	CDS	1068	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
BCPCFBLM_00356	CDS	1434	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
BCPCFBLM_00357	CDS	4446	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
BCPCFBLM_00358	CDS	1656	damX			Cell division protein DamX
BCPCFBLM_00359	CDS	1107	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
BCPCFBLM_00360	CDS	519	aroK	2.7.1.71	COG0703	Shikimate kinase 1
BCPCFBLM_00361	CDS	2145	pilQ			Type IV pilus biogenesis and competence protein PilQ
BCPCFBLM_00362	CDS	525				hypothetical protein
BCPCFBLM_00363	CDS	624				hypothetical protein
BCPCFBLM_00364	CDS	597				hypothetical protein
BCPCFBLM_00365	CDS	1065	ftsA_1			Cell division protein FtsA
BCPCFBLM_00366	CDS	2472	mrcA		COG5009	Penicillin-binding protein 1A
BCPCFBLM_00367	CDS	1269	maeB	1.1.1.40	COG0281	NADP-dependent malic enzyme
BCPCFBLM_00368	CDS	1440	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BCPCFBLM_00369	CDS	768				hypothetical protein
BCPCFBLM_00370	CDS	216	rpmE		COG0254	50S ribosomal protein L31
BCPCFBLM_00371	CDS	2220	priA	3.6.4.-	COG1198	Primosomal protein N'
BCPCFBLM_00372	CDS	1764	argS	6.1.1.19		Arginine--tRNA ligase
BCPCFBLM_00373	CDS	696	ftsN_1			Cell division protein FtsN
BCPCFBLM_00374	CDS	534	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
BCPCFBLM_00375	CDS	1344	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
BCPCFBLM_00376	CDS	372				hypothetical protein
BCPCFBLM_00377	CDS	1680	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
BCPCFBLM_00378	CDS	858	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
BCPCFBLM_00379	CDS	1683	phaC_2	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
BCPCFBLM_00380	CDS	618				hypothetical protein
BCPCFBLM_00381	CDS	930				hypothetical protein
BCPCFBLM_00382	CDS	417				hypothetical protein
BCPCFBLM_00383	CDS	276				hypothetical protein
BCPCFBLM_00384	CDS	771	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BCPCFBLM_00385	CDS	627	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
BCPCFBLM_00386	CDS	1602	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
BCPCFBLM_00387	CDS	405	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
BCPCFBLM_00388	CDS	336	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
BCPCFBLM_00389	CDS	249	tatA		COG1826	Sec-independent protein translocase protein TatA
BCPCFBLM_00390	CDS	426	tatB			Sec-independent protein translocase protein TatB
BCPCFBLM_00391	CDS	804	tatC		COG0805	Sec-independent protein translocase protein TatC
BCPCFBLM_00392	CDS	708				hypothetical protein
BCPCFBLM_00393	CDS	1944	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
BCPCFBLM_00394	CDS	462				hypothetical protein
BCPCFBLM_00395	CDS	735	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BCPCFBLM_00396	CDS	963				hypothetical protein
BCPCFBLM_00397	CDS	801	fliY_1		COG0834	L-cystine-binding protein FliY
BCPCFBLM_00398	CDS	2586	opgH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
BCPCFBLM_00399	CDS	1578	mdoG		COG3131	Glucans biosynthesis protein G
BCPCFBLM_00400	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BCPCFBLM_00401	CDS	972	pip	3.4.11.5		Proline iminopeptidase
BCPCFBLM_00402	CDS	477				hypothetical protein
BCPCFBLM_00403	CDS	900	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
BCPCFBLM_00404	CDS	351	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
BCPCFBLM_00405	CDS	1251	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
BCPCFBLM_00406	CDS	909				hypothetical protein
BCPCFBLM_00407	CDS	885				hypothetical protein
BCPCFBLM_00408	CDS	819				hypothetical protein
BCPCFBLM_00409	CDS	2238		2.7.8.-		Cardiolipin synthase
BCPCFBLM_00410	CDS	2373				hypothetical protein
BCPCFBLM_00411	CDS	801				hypothetical protein
BCPCFBLM_00412	CDS	1206	hutI	3.5.2.7	COG1228	Imidazolonepropionase
BCPCFBLM_00413	CDS	1533	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
BCPCFBLM_00414	CDS	831	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
BCPCFBLM_00415	CDS	852	opuAB_1		COG4176	Glycine betaine transport system permease protein OpuAB
BCPCFBLM_00416	CDS	969				hypothetical protein
BCPCFBLM_00417	CDS	1404	proY_1		COG1113	Proline-specific permease ProY
BCPCFBLM_00418	CDS	1530	hutH_2	4.3.1.3	COG2986	Histidine ammonia-lyase
BCPCFBLM_00419	CDS	1443	pucI_1		COG1953	putative allantoin permease
BCPCFBLM_00420	CDS	1680	hutU	4.2.1.49	COG2987	Urocanate hydratase
BCPCFBLM_00421	CDS	798				hypothetical protein
BCPCFBLM_00422	CDS	939				hypothetical protein
BCPCFBLM_00423	CDS	1023	ousX		COG2113	Glycine betaine-binding periplasmic protein OusX
BCPCFBLM_00424	CDS	591	ves			Protein Ves
BCPCFBLM_00425	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
BCPCFBLM_00426	CDS	1362		3.5.4.32	COG0402	8-oxoguanine deaminase
BCPCFBLM_00427	CDS	570	blc		COG3040	Outer membrane lipoprotein Blc
BCPCFBLM_00428	CDS	258				hypothetical protein
BCPCFBLM_00429	CDS	603				hypothetical protein
BCPCFBLM_00430	CDS	1011	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
BCPCFBLM_00431	CDS	531	gloA_1	4.4.1.5		Lactoylglutathione lyase
BCPCFBLM_00432	CDS	1941	estA	3.1.1.1	COG3240	Esterase EstA
BCPCFBLM_00433	CDS	1395				hypothetical protein
BCPCFBLM_00434	CDS	3606				hypothetical protein
BCPCFBLM_00435	CDS	585				hypothetical protein
BCPCFBLM_00436	CDS	426	soxR_1		COG0789	Redox-sensitive transcriptional activator SoxR
BCPCFBLM_00437	CDS	1818	typA		COG1217	GTP-binding protein TypA/BipA
BCPCFBLM_00438	CDS	1455	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
BCPCFBLM_00439	CDS	1410	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
BCPCFBLM_00440	CDS	405				hypothetical protein
BCPCFBLM_00441	CDS	2208				hypothetical protein
BCPCFBLM_00442	CDS	522				hypothetical protein
BCPCFBLM_00443	CDS	573				hypothetical protein
BCPCFBLM_00444	CDS	1077	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
BCPCFBLM_00445	CDS	1431	glnG		COG2204	DNA-binding transcriptional regulator NtrC
BCPCFBLM_00446	CDS	351				hypothetical protein
BCPCFBLM_00447	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BCPCFBLM_00448	CDS	492	secB		COG1952	Protein-export protein SecB
BCPCFBLM_00449	CDS	255	grxC		COG0695	Glutaredoxin 3
BCPCFBLM_00450	CDS	420	yibN		COG0607	putative protein YibN
BCPCFBLM_00451	CDS	1548	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BCPCFBLM_00452	CDS	819				hypothetical protein
BCPCFBLM_00453	CDS	1437	envC		COG4942	Murein hydrolase activator EnvC
BCPCFBLM_00454	CDS	1311	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
BCPCFBLM_00455	CDS	774				hypothetical protein
BCPCFBLM_00456	CDS	1482				hypothetical protein
BCPCFBLM_00457	CDS	756				hypothetical protein
BCPCFBLM_00458	CDS	753				hypothetical protein
BCPCFBLM_00459	CDS	747				hypothetical protein
BCPCFBLM_00460	CDS	771	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BCPCFBLM_00461	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BCPCFBLM_00462	CDS	261				hypothetical protein
BCPCFBLM_00463	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BCPCFBLM_00464	CDS	594	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
BCPCFBLM_00465	CDS	399	panZ			PanD regulatory factor
BCPCFBLM_00466	CDS	237				hypothetical protein
BCPCFBLM_00467	CDS	1107	lhgD_1	1.1.5.-		L-2-hydroxyglutarate dehydrogenase
BCPCFBLM_00468	CDS	2253				hypothetical protein
BCPCFBLM_00469	CDS	1068	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
BCPCFBLM_00470	CDS	273			COG2924	putative Fe(2+)-trafficking protein
BCPCFBLM_00471	CDS	1083	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
BCPCFBLM_00472	tRNA	76				tRNA-Phe(gaa)
BCPCFBLM_00473	CDS	738	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BCPCFBLM_00474	CDS	690				hypothetical protein
BCPCFBLM_00475	CDS	774	occP			Octopine permease ATP-binding protein P
BCPCFBLM_00476	CDS	753	artJ		COG0834	ABC transporter arginine-binding protein 1
BCPCFBLM_00477	CDS	696	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
BCPCFBLM_00478	CDS	693	occM_1			Octopine transport system permease protein OccM
BCPCFBLM_00479	CDS	1221				hypothetical protein
BCPCFBLM_00480	CDS	471	marR		COG1846	Multiple antibiotic resistance protein MarR
BCPCFBLM_00481	CDS	1479	ttgI_1			Toluene efflux pump outer membrane protein TtgI
BCPCFBLM_00482	CDS	1185	emrA_1		COG1566	Multidrug export protein EmrA
BCPCFBLM_00483	CDS	1530	farB_1			Fatty acid resistance protein FarB
BCPCFBLM_00484	tRNA	76				tRNA-Thr(tgt)
BCPCFBLM_00485	CDS	1059	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
BCPCFBLM_00486	CDS	909	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
BCPCFBLM_00487	CDS	882	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
BCPCFBLM_00488	CDS	546	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
BCPCFBLM_00489	CDS	1800	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
BCPCFBLM_00490	CDS	1389	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
BCPCFBLM_00491	CDS	996	dctP_1		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
BCPCFBLM_00492	CDS	633	dctQ_1		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
BCPCFBLM_00493	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
BCPCFBLM_00494	CDS	1449	arcD		COG0531	Arginine/ornithine antiporter
BCPCFBLM_00495	CDS	1257	arcA_2	3.5.3.6	COG2235	Arginine deiminase
BCPCFBLM_00496	CDS	1011	arcB	2.1.3.3	COG0078	Ornithine carbamoyltransferase, catabolic
BCPCFBLM_00497	CDS	933	arcC1	2.7.2.2		Carbamate kinase 1
BCPCFBLM_00498	CDS	1905	fabY	2.3.1.180	COG0304	Beta-ketoacyl-[acyl-carrier-protein] synthase FabY
BCPCFBLM_00499	CDS	702				hypothetical protein
BCPCFBLM_00500	CDS	822	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
BCPCFBLM_00501	CDS	567	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
BCPCFBLM_00502	CDS	666	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
BCPCFBLM_00503	CDS	438	kbp		COG1652	Potassium binding protein Kbp
BCPCFBLM_00504	CDS	921	hdfR_1			HTH-type transcriptional regulator HdfR
BCPCFBLM_00505	CDS	840	fdhD			Sulfur carrier protein FdhD
BCPCFBLM_00506	CDS	2322		1.-.-.-	COG0243	putative oxidoreductase
BCPCFBLM_00507	CDS	516				hypothetical protein
BCPCFBLM_00508	CDS	408				hypothetical protein
BCPCFBLM_00509	CDS	216	csrA_1			Translational regulator CsrA
BCPCFBLM_00510	CDS	558	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
BCPCFBLM_00511	CDS	444				hypothetical protein
BCPCFBLM_00512	CDS	1164	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
BCPCFBLM_00513	CDS	1791	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
BCPCFBLM_00514	CDS	1236	fadB_1		COG1024	Fatty acid oxidation complex subunit alpha
BCPCFBLM_00515	CDS	909	nodD2_1			Nodulation protein D 2
BCPCFBLM_00516	CDS	603	drgA			Protein DrgA
BCPCFBLM_00517	CDS	357				hypothetical protein
BCPCFBLM_00518	CDS	1542	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
BCPCFBLM_00519	CDS	894	hslO		COG1281	33 kDa chaperonin
BCPCFBLM_00520	CDS	804	lpxT	2.7.4.29		Lipid A 1-diphosphate synthase
BCPCFBLM_00521	CDS	402	hslR		COG1188	Heat shock protein 15
BCPCFBLM_00522	CDS	501				hypothetical protein
BCPCFBLM_00523	CDS	906	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
BCPCFBLM_00524	CDS	924		3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
BCPCFBLM_00525	CDS	1320	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
BCPCFBLM_00526	CDS	744	ompR_1			Transcriptional regulatory protein OmpR
BCPCFBLM_00527	CDS	2340	yhgF		COG2183	Protein YhgF
BCPCFBLM_00528	CDS	390	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
BCPCFBLM_00529	CDS	1584	gshA_1	6.3.2.2	COG2918	Glutamate--cysteine ligase
BCPCFBLM_00530	CDS	1299	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
BCPCFBLM_00531	CDS	702				hypothetical protein
BCPCFBLM_00532	CDS	1155	argE_1	3.5.1.16		Acetylornithine deacetylase
BCPCFBLM_00533	CDS	1269				hypothetical protein
BCPCFBLM_00534	CDS	678				hypothetical protein
BCPCFBLM_00535	CDS	1365	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
BCPCFBLM_00536	CDS	1785				hypothetical protein
BCPCFBLM_00537	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
BCPCFBLM_00538	CDS	330				hypothetical protein
BCPCFBLM_00539	CDS	2877	gcvP_1	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
BCPCFBLM_00540	CDS	429	gcvH_2		COG0509	Glycine cleavage system H protein
BCPCFBLM_00541	CDS	1083	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
BCPCFBLM_00542	CDS	1620				hypothetical protein
BCPCFBLM_00543	CDS	999			COG1840	putative binding protein component of ABC iron transporter
BCPCFBLM_00544	CDS	915	benM_2			HTH-type transcriptional regulator BenM
BCPCFBLM_00545	CDS	1194	ynfM_2			Inner membrane transport protein YnfM
BCPCFBLM_00546	CDS	822				hypothetical protein
BCPCFBLM_00547	CDS	1218	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
BCPCFBLM_00548	CDS	483				hypothetical protein
BCPCFBLM_00549	CDS	1185	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
BCPCFBLM_00550	CDS	1335	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
BCPCFBLM_00551	CDS	498				hypothetical protein
BCPCFBLM_00552	CDS	210				hypothetical protein
BCPCFBLM_00553	CDS	315	zapA		COG3027	Cell division protein ZapA
BCPCFBLM_00554	CDS	612	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
BCPCFBLM_00555	CDS	132				hypothetical protein
BCPCFBLM_00556	CDS	459				hypothetical protein
BCPCFBLM_00557	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
BCPCFBLM_00558	CDS	2751	rbbA		COG0842	Ribosome-associated ATPase
BCPCFBLM_00559	CDS	1074	mdtA_1			Multidrug resistance protein MdtA
BCPCFBLM_00560	CDS	420				hypothetical protein
BCPCFBLM_00561	CDS	978	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
BCPCFBLM_00562	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
BCPCFBLM_00563	CDS	969	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
BCPCFBLM_00564	CDS	1467	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
BCPCFBLM_00565	CDS	1989				hypothetical protein
BCPCFBLM_00566	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
BCPCFBLM_00567	CDS	327	trxA		COG0526	Thioredoxin 1
BCPCFBLM_00568	CDS	1506	ppx	3.6.1.11	COG0248	Exopolyphosphatase
BCPCFBLM_00569	CDS	2211	ppk	2.7.4.1		Polyphosphate kinase
BCPCFBLM_00570	CDS	1014	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
BCPCFBLM_00571	CDS	591	yohD		COG0586	Inner membrane protein YohD
BCPCFBLM_00572	CDS	669	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
BCPCFBLM_00573	CDS	474				hypothetical protein
BCPCFBLM_00574	CDS	483				hypothetical protein
BCPCFBLM_00575	CDS	1959				hypothetical protein
BCPCFBLM_00576	CDS	630	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
BCPCFBLM_00577	CDS	759				hypothetical protein
BCPCFBLM_00578	CDS	579				hypothetical protein
BCPCFBLM_00579	CDS	1917	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
BCPCFBLM_00580	CDS	480				hypothetical protein
BCPCFBLM_00581	CDS	1050				hypothetical protein
BCPCFBLM_00582	CDS	630	mip	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
BCPCFBLM_00583	CDS	483	rsd		COG3160	Regulator of sigma D
BCPCFBLM_00584	CDS	492	dsbB_1			Disulfide bond formation protein B
BCPCFBLM_00585	CDS	1239	hemY		COG3071	Protein HemY
BCPCFBLM_00586	CDS	1131				hypothetical protein
BCPCFBLM_00587	CDS	756	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
BCPCFBLM_00588	CDS	942	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
BCPCFBLM_00589	CDS	747	lytR		COG3279	Sensory transduction protein LytR
BCPCFBLM_00590	CDS	1077				hypothetical protein
BCPCFBLM_00591	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
BCPCFBLM_00592	CDS	858				hypothetical protein
BCPCFBLM_00593	CDS	3525				hypothetical protein
BCPCFBLM_00594	CDS	882				hypothetical protein
BCPCFBLM_00595	CDS	2043	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
BCPCFBLM_00596	CDS	1200	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BCPCFBLM_00597	CDS	1440				hypothetical protein
BCPCFBLM_00598	CDS	1092	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
BCPCFBLM_00599	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
BCPCFBLM_00600	CDS	414				hypothetical protein
BCPCFBLM_00601	CDS	720				hypothetical protein
BCPCFBLM_00602	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BCPCFBLM_00603	CDS	423				hypothetical protein
BCPCFBLM_00604	CDS	969				hypothetical protein
BCPCFBLM_00605	CDS	1083				hypothetical protein
BCPCFBLM_00606	CDS	801				hypothetical protein
BCPCFBLM_00607	CDS	1482	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
BCPCFBLM_00608	CDS	339		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
BCPCFBLM_00609	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
BCPCFBLM_00610	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
BCPCFBLM_00611	CDS	423	yhfA		COG1765	Protein YhfA
BCPCFBLM_00612	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
BCPCFBLM_00613	CDS	837	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
BCPCFBLM_00614	CDS	1050	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
BCPCFBLM_00615	CDS	606	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
BCPCFBLM_00616	CDS	228				hypothetical protein
BCPCFBLM_00617	CDS	312				hypothetical protein
BCPCFBLM_00618	CDS	1101				hypothetical protein
BCPCFBLM_00619	CDS	705				hypothetical protein
BCPCFBLM_00620	CDS	3654				hypothetical protein
BCPCFBLM_00621	CDS	603				hypothetical protein
BCPCFBLM_00622	CDS	771				hypothetical protein
BCPCFBLM_00623	CDS	696				hypothetical protein
BCPCFBLM_00624	CDS	342				hypothetical protein
BCPCFBLM_00625	CDS	1839				hypothetical protein
BCPCFBLM_00626	CDS	255				hypothetical protein
BCPCFBLM_00627	CDS	348				hypothetical protein
BCPCFBLM_00628	CDS	495				hypothetical protein
BCPCFBLM_00629	CDS	258				hypothetical protein
BCPCFBLM_00630	CDS	363				hypothetical protein
BCPCFBLM_00631	CDS	630				hypothetical protein
BCPCFBLM_00632	CDS	990				hypothetical protein
BCPCFBLM_00633	CDS	207				hypothetical protein
BCPCFBLM_00634	CDS	873				hypothetical protein
BCPCFBLM_00635	CDS	2238				hypothetical protein
BCPCFBLM_00636	CDS	345				hypothetical protein
BCPCFBLM_00637	CDS	504				hypothetical protein
BCPCFBLM_00638	CDS	1161	gpFI_1			Putative prophage major tail sheath protein
BCPCFBLM_00639	CDS	441				hypothetical protein
BCPCFBLM_00640	CDS	2109				hypothetical protein
BCPCFBLM_00641	CDS	534				hypothetical protein
BCPCFBLM_00642	CDS	888				hypothetical protein
BCPCFBLM_00643	CDS	327				hypothetical protein
BCPCFBLM_00644	CDS	558				hypothetical protein
BCPCFBLM_00645	CDS	516				hypothetical protein
BCPCFBLM_00646	CDS	354				hypothetical protein
BCPCFBLM_00647	CDS	360				hypothetical protein
BCPCFBLM_00648	CDS	201				hypothetical protein
BCPCFBLM_00649	CDS	171				hypothetical protein
BCPCFBLM_00650	CDS	771	prtR_1		COG2932	HTH-type transcriptional regulator PrtR
BCPCFBLM_00651	CDS	315				hypothetical protein
BCPCFBLM_00652	CDS	249				hypothetical protein
BCPCFBLM_00653	CDS	1281				hypothetical protein
BCPCFBLM_00654	CDS	1149				hypothetical protein
BCPCFBLM_00655	CDS	705				hypothetical protein
BCPCFBLM_00656	CDS	1368				hypothetical protein
BCPCFBLM_00657	CDS	294				hypothetical protein
BCPCFBLM_00658	CDS	729				hypothetical protein
BCPCFBLM_00659	CDS	2451	virB4_1		COG3451	Type IV secretion system protein virB4
BCPCFBLM_00660	CDS	270				hypothetical protein
BCPCFBLM_00661	CDS	384				hypothetical protein
BCPCFBLM_00662	CDS	1026	ptlH		COG0630	Type IV secretion system protein PtlH
BCPCFBLM_00663	CDS	465				hypothetical protein
BCPCFBLM_00664	CDS	2004	traG_1			Conjugal transfer protein TraG
BCPCFBLM_00665	CDS	1203				hypothetical protein
BCPCFBLM_00666	CDS	249				hypothetical protein
BCPCFBLM_00667	CDS	945	hdfR_2			HTH-type transcriptional regulator HdfR
BCPCFBLM_00668	CDS	1533	emrB_1			Multidrug export protein EmrB
BCPCFBLM_00669	CDS	1179	emrK		COG1566	putative multidrug resistance protein EmrK
BCPCFBLM_00670	CDS	1359	oprM_1		COG1538	Outer membrane protein OprM
BCPCFBLM_00671	CDS	1962				hypothetical protein
BCPCFBLM_00672	CDS	600				hypothetical protein
BCPCFBLM_00673	CDS	558				hypothetical protein
BCPCFBLM_00674	CDS	264				hypothetical protein
BCPCFBLM_00675	CDS	639	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
BCPCFBLM_00676	CDS	822				hypothetical protein
BCPCFBLM_00677	CDS	285				hypothetical protein
BCPCFBLM_00678	CDS	771				hypothetical protein
BCPCFBLM_00679	CDS	351				hypothetical protein
BCPCFBLM_00680	CDS	333				hypothetical protein
BCPCFBLM_00681	CDS	315				hypothetical protein
BCPCFBLM_00682	CDS	825				hypothetical protein
BCPCFBLM_00683	CDS	210				hypothetical protein
BCPCFBLM_00684	CDS	2058				hypothetical protein
BCPCFBLM_00685	CDS	828				hypothetical protein
BCPCFBLM_00686	CDS	351				hypothetical protein
BCPCFBLM_00687	CDS	330				hypothetical protein
BCPCFBLM_00688	CDS	447	cadI		COG0346	Cadmium-induced protein CadI
BCPCFBLM_00689	CDS	498	arsC_1	1.20.4.4	COG0394	Arsenate reductase
BCPCFBLM_00690	CDS	360	arsD			Arsenical resistance operon trans-acting repressor ArsD
BCPCFBLM_00691	CDS	1767	arsA	7.3.2.7		Arsenical pump-driving ATPase
